Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
15174631,108182FE,true,Tx,0,8,0D,11,00,00,00,00,00,00,
15175756,108182FE,true,Tx,0,8,0E,11,00,00,00,00,00,00,
15176213,1081827E,true,Rx,0,8,24,06,00,00,00,00,00,00,
15177260,108182FE,true,Tx,0,8,0F,11,00,00,00,00,00,00,
15178560,1081827E,true,Rx,0,8,26,06,00,00,00,00,00,00,
15179014,108182FE,true,Tx,0,8,00,12,00,00,00,00,00,00,
15180862,1081827E,true,Rx,0,8,27,06,00,00,00,00,00,00,
15180855,108182FE,true,Tx,0,8,01,12,00,00,00,00,00,00,
15182168,108182FE,true,Tx,0,8,02,12,00,00,00,00,00,00,
15183191,1081827E,true,Rx,0,8,28,06,00,00,00,00,00,00,
15183518,108182FE,true,Tx,0,8,03,12,00,00,00,00,00,00,
15184676,108182FE,true,Tx,0,8,04,12,00,00,00,00,00,00,
15185550,1081827E,true,Rx,0,8,29,06,00,00,00,00,00,00,
15185822,108182FE,true,Tx,0,8,05,12,00,00,00,00,00,00,
15186975,108182FE,true,Tx,0,8,06,12,00,00,00,00,00,00,
15187865,1081827E,true,Rx,0,8,2A,06,00,00,00,00,00,00,
15188168,108182FE,true,Tx,0,8,07,12,00,00,00,00,00,00,
15189425,108182FE,true,Tx,0,8,08,12,00,00,00,00,00,00,
15190206,1081827E,true,Rx,0,8,2B,06,00,00,00,00,00,00,
15190575,108182FE,true,Tx,0,8,09,12,00,00,00,00,00,00,
15191734,108182FE,true,Tx,0,8,0A,12,00,00,00,00,00,00,
15192548,1081827E,true,Rx,0,8,2C,06,00,00,00,00,00,00,
15192820,108182FE,true,Tx,0,8,0B,12,00,00,00,00,00,00,
15194326,108182FE,true,Tx,0,8,0C,12,00,00,00,00,00,00,
15194861,1081827E,true,Rx,0,8,2D,06,00,00,00,00,00,00,
15195869,108182FE,true,Tx,0,8,0D,12,00,00,00,00,00,00,
15197205,1081827E,true,Rx,0,8,2E,06,00,00,00,00,00,00,
15197056,108182FE,true,Tx,0,8,0E,12,00,00,00,00,00,00,
15198197,108182FE,true,Tx,0,8,0F,12,00,00,00,00,00,00,
15199551,1081827E,true,Rx,0,8,2F,06,00,00,00,00,00,00,
15199354,108182FE,true,Tx,0,8,00,13,00,00,00,00,00,00,
15200534,108182FE,true,Tx,0,8,01,13,00,00,00,00,00,00,
15201861,1081827E,true,Rx,0,8,20,07,00,00,00,00,00,00,
15201735,108182FE,true,Tx,0,8,02,13,00,00,00,00,00,00,
15202871,108182FE,true,Tx,0,8,03,13,00,00,00,00,00,00,
15204207,1081827E,true,Rx,0,8,21,07,00,00,00,00,00,00,
15204186,108182FE,true,Tx,0,8,04,13,00,00,00,00,00,00,
15205429,108182FE,true,Tx,0,8,05,13,00,00,00,00,00,00,
15206551,1081827E,true,Rx,0,8,22,07,00,00,00,00,00,00,
15206690,108182FE,true,Tx,0,8,06,13,00,00,00,00,00,00,
15207986,108182FE,true,Tx,0,8,07,13,00,00,00,00,00,00,
15208862,1081827E,true,Rx,0,8,23,07,00,00,00,00,00,00,
15209247,108182FE,true,Tx,0,8,08,13,00,00,00,00,00,00,
15210842,108182FE,true,Tx,0,8,09,13,00,00,00,00,00,00,
15211206,1081827E,true,Rx,0,8,24,07,00,00,00,00,00,00,
15212675,108182FE,true,Tx,0,8,0A,13,00,00,00,00,00,00,
15213540,1081827E,true,Rx,0,8,25,07,00,00,00,00,00,00,
15214231,108182FE,true,Tx,0,8,0B,13,00,00,00,00,00,00,
15215861,1081827E,true,Rx,0,8,26,07,00,00,00,00,00,00,
15215669,108182FE,true,Tx,0,8,0C,13,00,00,00,00,00,00,
15216890,108182FE,true,Tx,0,8,0D,13,00,00,00,00,00,00,
15218205,1081827E,true,Rx,0,8,27,07,00,00,00,00,00,00,
15218355,108182FE,true,Tx,0,8,0E,13,00,00,00,00,00,00,
15219889,108182FE,true,Tx,0,8,0F,13,00,00,00,00,00,00,
15220490,1081827E,true,Rx,0,8,28,07,00,00,00,00,00,00,
15221280,108182FE,true,Tx,0,8,00,14,00,00,00,00,00,00,
15222858,1081827E,true,Rx,0,8,29,07,00,00,00,00,00,00,
15222538,108182FE,true,Tx,0,8,01,14,00,00,00,00,00,00,
15223896,108182FE,true,Tx,0,8,02,14,00,00,00,00,00,00,
15225208,1081827E,true,Rx,0,8,2A,07,00,00,00,00,00,00,
15225190,108182FE,true,Tx,0,8,03,14,00,00,00,00,00,00,
15226503,108182FE,true,Tx,0,8,04,14,00,00,00,00,00,00,
15227506,1081827E,true,Rx,0,8,2B,07,00,00,00,00,00,00,
15228470,108182FE,true,Tx,0,8,05,14,00,00,00,00,00,00,
15229854,1081827E,true,Rx,0,8,2C,07,00,00,00,00,00,00,
15229957,108182FE,true,Tx,0,8,06,14,00,00,00,00,00,00,
15231188,108182FE,true,Tx,0,8,07,14,00,00,00,00,00,00,
15232154,1081827E,true,Rx,0,8,2D,07,00,00,00,00,00,00,
15232524,108182FE,true,Tx,0,8,08,14,00,00,00,00,00,00,
15233696,108182FE,true,Tx,0,8,09,14,00,00,00,00,00,00,
15234982,108182FE,true,Tx,0,8,0A,14,00,00,00,00,00,00,
15235751,1081827E,true,Rx,0,8,2E,07,00,00,00,00,00,00,
15235752,1081827E,true,Rx,0,8,2F,07,00,00,00,00,00,00,
15236255,108182FE,true,Tx,0,8,0B,14,00,00,00,00,00,00,
15237388,108182FE,true,Tx,0,8,0C,14,00,00,00,00,00,00,
15238502,108182FE,true,Tx,0,8,0D,14,00,00,00,00,00,00,
15239632,108182FE,true,Tx,0,8,0E,14,00,00,00,00,00,00,
15240322,1081827E,true,Rx,0,8,21,08,00,00,00,00,00,00,
15240323,1081827E,true,Rx,0,8,23,08,00,00,00,00,00,00,
15240803,108182FE,true,Tx,0,8,0F,14,00,00,00,00,00,00,
15241888,108182FE,true,Tx,0,8,00,15,00,00,00,00,00,00,
15243041,108182FE,true,Tx,0,8,01,15,00,00,00,00,00,00,
15243863,1081827E,true,Rx,0,8,25,08,00,00,00,00,00,00,
15244282,108182FE,true,Tx,0,8,02,15,00,00,00,00,00,00,
15245675,108182FE,true,Tx,0,8,03,15,00,00,00,00,00,00,
15246246,1081827E,true,Rx,0,8,27,08,00,00,00,00,00,00,
15247275,108182FE,true,Tx,0,8,04,15,00,00,00,00,00,00,
15248486,1081827E,true,Rx,0,8,29,08,00,00,00,00,00,00,
15248508,108182FE,true,Tx,0,8,05,15,00,00,00,00,00,00,
15249968,108182FE,true,Tx,0,8,06,15,00,00,00,00,00,00,
15250878,1081827E,true,Rx,0,8,2B,08,00,00,00,00,00,00,
15251164,108182FE,true,Tx,0,8,07,15,00,00,00,00,00,00,
15252386,108182FE,true,Tx,0,8,08,15,00,00,00,00,00,00,
15253147,1081827E,true,Rx,0,8,2C,08,00,00,00,00,00,00,
15253581,108182FE,true,Tx,0,8,09,15,00,00,00,00,00,00,
15254764,108182FE,true,Tx,0,8,0A,15,00,00,00,00,00,00,
15255554,1081827E,true,Rx,0,8,2E,08,00,00,00,00,00,00,
15255938,108182FE,true,Tx,0,8,0B,15,00,00,00,00,00,00,
15257067,108182FE,true,Tx,0,8,0C,15,00,00,00,00,00,00,
15257861,1081827E,true,Rx,0,8,20,09,00,00,00,00,00,00,
15258265,108182FE,true,Tx,0,8,0D,15,00,00,00,00,00,00,
15259415,108182FE,true,Tx,0,8,0E,15,00,00,00,00,00,00,
15260150,1081827E,true,Rx,0,8,22,09,00,00,00,00,00,00,
15260984,108182FE,true,Tx,0,8,0F,15,00,00,00,00,00,00,
15262490,1081827E,true,Rx,0,8,24,09,00,00,00,00,00,00,
15262265,108182FE,true,Tx,0,8,00,16,00,00,00,00,00,00,
15263437,108182FE,true,Tx,0,8,01,16,00,00,00,00,00,00,
15264793,1081827E,true,Rx,0,8,27,09,00,00,00,00,00,00,
15264630,108182FE,true,Tx,0,8,02,16,00,00,00,00,00,00,
15265800,108182FE,true,Tx,0,8,03,16,00,00,00,00,00,00,
15266970,108182FE,true,Tx,0,8,04,16,00,00,00,00,00,00,
15268326,1081827E,true,Rx,0,8,28,09,00,00,00,00,00,00,
15268327,1081827E,true,Rx,0,8,2A,09,00,00,00,00,00,00,
15268169,108182FE,true,Tx,0,8,05,16,00,00,00,00,00,00,
15269307,108182FE,true,Tx,0,8,06,16,00,00,00,00,00,00,
15270451,108182FE,true,Tx,0,8,07,16,00,00,00,00,00,00,
15271754,1081827E,true,Rx,0,8,2B,09,00,00,00,00,00,00,
15271611,108182FE,true,Tx,0,8,08,16,00,00,00,00,00,00,
15272763,108182FE,true,Tx,0,8,09,16,00,00,00,00,00,00,
15273930,108182FE,true,Tx,0,8,0A,16,00,00,00,00,00,00,
15275217,1081827E,true,Rx,0,8,2D,09,00,00,00,00,00,00,
15275219,1081827E,true,Rx,0,8,2F,09,00,00,00,00,00,00,
15275160,108182FE,true,Tx,0,8,0B,16,00,00,00,00,00,00,
15276361,108182FE,true,Tx,0,8,0C,16,00,00,00,00,00,00,
15277927,108182FE,true,Tx,0,8,0D,16,00,00,00,00,00,00,
15278746,1081827E,true,Rx,0,8,21,0A,00,00,00,00,00,00,
15279528,108182FE,true,Tx,0,8,0E,16,00,00,00,00,00,00,
15281022,1081827E,true,Rx,0,8,23,0A,00,00,00,00,00,00,
15281059,108182FE,true,Tx,0,8,0F,16,00,00,00,00,00,00,
15282261,108182FE,true,Tx,0,8,00,17,00,00,00,00,00,00,
15283323,1081827E,true,Rx,0,8,25,0A,00,00,00,00,00,00,
15283406,108182FE,true,Tx,0,8,01,17,00,00,00,00,00,00,
15284572,108182FE,true,Tx,0,8,02,17,00,00,00,00,00,00,
15285752,1081827E,true,Rx,0,8,26,0A,00,00,00,00,00,00,
15285813,108182FE,true,Tx,0,8,03,17,00,00,00,00,00,00,
15287003,108182FE,true,Tx,0,8,04,17,00,00,00,00,00,00,
15287977,1081827E,true,Rx,0,8,29,0A,00,00,00,00,00,00,
15288157,108182FE,true,Tx,0,8,05,17,00,00,00,00,00,00,
15289297,108182FE,true,Tx,0,8,06,17,00,00,00,00,00,00,
15290323,1081827E,true,Rx,0,8,2A,0A,00,00,00,00,00,00,
15290454,108182FE,true,Tx,0,8,07,17,00,00,00,00,00,00,
15291603,108182FE,true,Tx,0,8,08,17,00,00,00,00,00,00,
15292611,1081827E,true,Rx,0,8,2B,0A,00,00,00,00,00,00,
15292743,108182FE,true,Tx,0,8,09,17,00,00,00,00,00,00,
15294185,108182FE,true,Tx,0,8,0A,17,00,00,00,00,00,00,
15294960,1081827E,true,Rx,0,8,2C,0A,00,00,00,00,00,00,
15295659,108182FE,true,Tx,0,8,0B,17,00,00,00,00,00,00,
15296847,108182FE,true,Tx,0,8,0C,17,00,00,00,00,00,00,
15297319,1081827E,true,Rx,0,8,2E,0A,00,00,00,00,00,00,
15297984,108182FE,true,Tx,0,8,0D,17,00,00,00,00,00,00,
15299129,108182FE,true,Tx,0,8,0E,17,00,00,00,00,00,00,
15299617,1081827E,true,Rx,0,8,20,0B,00,00,00,00,00,00,
15300251,108182FE,true,Tx,0,8,0F,17,00,00,00,00,00,00,
15301402,108182FE,true,Tx,0,8,00,18,00,00,00,00,00,00,
15301980,1081827E,true,Rx,0,8,22,0B,00,00,00,00,00,00,
15302589,108182FE,true,Tx,0,8,01,18,00,00,00,00,00,00,
15303719,108182FE,true,Tx,0,8,02,18,00,00,00,00,00,00,
15304265,1081827E,true,Rx,0,8,23,0B,00,00,00,00,00,00,
15304831,108182FE,true,Tx,0,8,03,18,00,00,00,00,00,00,
15305964,108182FE,true,Tx,0,8,04,18,00,00,00,00,00,00,
15306580,1081827E,true,Rx,0,8,25,0B,00,00,00,00,00,00,
15307128,108182FE,true,Tx,0,8,05,18,00,00,00,00,00,00,
15308340,108182FE,true,Tx,0,8,06,18,00,00,00,00,00,00,
15308860,1081827E,true,Rx,0,8,27,0B,00,00,00,00,00,00,
15309488,108182FE,true,Tx,0,8,07,18,00,00,00,00,00,00,
15311207,1081827E,true,Rx,0,8,29,0B,00,00,00,00,00,00,
15310958,108182FE,true,Tx,0,8,08,18,00,00,00,00,00,00,
15312364,108182FE,true,Tx,0,8,09,18,00,00,00,00,00,00,
15313499,1081827E,true,Rx,0,8,2C,0B,00,00,00,00,00,00,
15313722,108182FE,true,Tx,0,8,0A,18,00,00,00,00,00,00,
15315166,108182FE,true,Tx,0,8,0B,18,00,00,00,00,00,00,
15315869,1081827E,true,Rx,0,8,2D,0B,00,00,00,00,00,00,
15316498,108182FE,true,Tx,0,8,0C,18,00,00,00,00,00,00,
15317643,108182FE,true,Tx,0,8,0D,18,00,00,00,00,00,00,
15318204,1081827E,true,Rx,0,8,2E,0B,00,00,00,00,00,00,
15318961,108182FE,true,Tx,0,8,0E,18,00,00,00,00,00,00,
15320125,108182FE,true,Tx,0,8,0F,18,00,00,00,00,00,00,
15320556,1081827E,true,Rx,0,8,20,0C,00,00,00,00,00,00,
15321355,108182FE,true,Tx,0,8,00,19,00,00,00,00,00,00,
15322520,108182FE,true,Tx,0,8,01,19,00,00,00,00,00,00,
15324038,1081827E,true,Rx,0,8,22,0C,00,00,00,00,00,00,
15324040,1081827E,true,Rx,0,8,24,0C,00,00,00,00,00,00,
15323785,108182FE,true,Tx,0,8,02,19,00,00,00,00,00,00,
15324954,108182FE,true,Tx,0,8,03,19,00,00,00,00,00,00,
15326267,108182FE,true,Tx,0,8,04,19,00,00,00,00,00,00,
15327615,1081827E,true,Rx,0,8,26,0C,00,00,00,00,00,00,
15327974,108182FE,true,Tx,0,8,05,19,00,00,00,00,00,00,
15329936,1081827E,true,Rx,0,8,29,0C,00,00,00,00,00,00,
15330234,108182FE,true,Tx,0,8,06,19,00,00,00,00,00,00,
15331478,108182FE,true,Tx,0,8,07,19,00,00,00,00,00,00,
15332264,1081827E,true,Rx,0,8,2A,0C,00,00,00,00,00,00,
15332701,108182FE,true,Tx,0,8,08,19,00,00,00,00,00,00,
15333865,108182FE,true,Tx,0,8,09,19,00,00,00,00,00,00,
15334611,1081827E,true,Rx,0,8,2C,0C,00,00,00,00,00,00,
15334987,108182FE,true,Tx,0,8,0A,19,00,00,00,00,00,00,
15336121,108182FE,true,Tx,0,8,0B,19,00,00,00,00,00,00,
15336925,1081827E,true,Rx,0,8,2E,0C,00,00,00,00,00,00,
15337194,108182FE,true,Tx,0,8,0C,19,00,00,00,00,00,00,
15338286,108182FE,true,Tx,0,8,0D,19,00,00,00,00,00,00,
15339266,1081827E,true,Rx,0,8,20,0D,00,00,00,00,00,00,
15339433,108182FE,true,Tx,0,8,0E,19,00,00,00,00,00,00,
15340507,108182FE,true,Tx,0,8,0F,19,00,00,00,00,00,00,
15341611,1081827E,true,Rx,0,8,21,0D,00,00,00,00,00,00,
15341637,108182FE,true,Tx,0,8,00,1A,00,00,00,00,00,00,
15342711,108182FE,true,Tx,0,8,01,1A,00,00,00,00,00,00,
15343922,1081827E,true,Rx,0,8,23,0D,00,00,00,00,00,00,
15343980,108182FE,true,Tx,0,8,02,1A,00,00,00,00,00,00,
15345147,108182FE,true,Tx,0,8,03,1A,00,00,00,00,00,00,
15346207,1081827E,true,Rx,0,8,25,0D,00,00,00,00,00,00,
15346323,108182FE,true,Tx,0,8,04,1A,00,00,00,00,00,00,
15347432,108182FE,true,Tx,0,8,05,1A,00,00,00,00,00,00,
15348552,1081827E,true,Rx,0,8,27,0D,00,00,00,00,00,00,
15348554,108182FE,true,Tx,0,8,06,1A,00,00,00,00,00,00,
15349664,108182FE,true,Tx,0,8,07,1A,00,00,00,00,00,00,
15350866,1081827E,true,Rx,0,8,28,0D,00,00,00,00,00,00,
15350776,108182FE,true,Tx,0,8,08,1A,00,00,00,00,00,00,
15352079,108182FE,true,Tx,0,8,09,1A,00,00,00,00,00,00,
15353213,1081827E,true,Rx,0,8,2A,0D,00,00,00,00,00,00,
15353227,108182FE,true,Tx,0,8,0A,1A,00,00,00,00,00,00,
15354350,108182FE,true,Tx,0,8,0B,1A,00,00,00,00,00,00,
15355554,1081827E,true,Rx,0,8,2D,0D,00,00,00,00,00,00,
15355459,108182FE,true,Tx,0,8,0C,1A,00,00,00,00,00,00,
15356664,108182FE,true,Tx,0,8,0D,1A,00,00,00,00,00,00,
15357862,1081827E,true,Rx,0,8,21,0E,00,00,00,00,00,00,
15357879,108182FE,true,Tx,0,8,0E,1A,00,00,00,00,00,00,
15359009,108182FE,true,Tx,0,8,0F,1A,00,00,00,00,00,00,
15360210,1081827E,true,Rx,0,8,22,0E,00,00,00,00,00,00,
15360700,108182FE,true,Tx,0,8,00,1B,00,00,00,00,00,00,
15362526,1081827E,true,Rx,0,8,24,0E,00,00,00,00,00,00,
15363091,108182FE,true,Tx,0,8,01,1B,00,00,00,00,00,00,
15364315,108182FE,true,Tx,0,8,02,1B,00,00,00,00,00,00,
15364862,1081827E,true,Rx,0,8,25,0E,00,00,00,00,00,00,
15365665,108182FE,true,Tx,0,8,03,1B,00,00,00,00,00,00,
15367152,1081827E,true,Rx,0,8,26,0E,00,00,00,00,00,00,
15366944,108182FE,true,Tx,0,8,04,1B,00,00,00,00,00,00,
15368100,108182FE,true,Tx,0,8,05,1B,00,00,00,00,00,00,
15369550,1081827E,true,Rx,0,8,28,0E,00,00,00,00,00,00,
15369238,108182FE,true,Tx,0,8,06,1B,00,00,00,00,00,00,
15370395,108182FE,true,Tx,0,8,07,1B,00,00,00,00,00,00,
15371869,1081827E,true,Rx,0,8,2A,0E,00,00,00,00,00,00,
15371598,108182FE,true,Tx,0,8,08,1B,00,00,00,00,00,00,
15372764,108182FE,true,Tx,0,8,09,1B,00,00,00,00,00,00,
15374208,1081827E,true,Rx,0,8,2C,0E,00,00,00,00,00,00,
15373905,108182FE,true,Tx,0,8,0A,1B,00,00,00,00,00,00,
15375042,108182FE,true,Tx,0,8,0B,1B,00,00,00,00,00,00,
15376210,108182FE,true,Tx,0,8,0C,1B,00,00,00,00,00,00,
15376566,1081827E,true,Rx,0,8,2E,0E,00,00,00,00,00,00,
15377711,108182FE,true,Tx,0,8,0D,1B,00,00,00,00,00,00,
15379146,108182FE,true,Tx,0,8,0E,1B,00,00,00,00,00,00,
15380034,1081827E,true,Rx,0,8,20,0F,00,00,00,00,00,00,
15380035,1081827E,true,Rx,0,8,22,0F,00,00,00,00,00,00,
15380414,108182FE,true,Tx,0,8,0F,1B,00,00,00,00,00,00,
15381551,108182FE,true,Tx,0,8,00,1C,00,00,00,00,00,00,
15382734,108182FE,true,Tx,0,8,01,1C,00,00,00,00,00,00,
15383582,1081827E,true,Rx,0,8,24,0F,00,00,00,00,00,00,
15383881,108182FE,true,Tx,0,8,02,1C,00,00,00,00,00,00,
15385008,108182FE,true,Tx,0,8,03,1C,00,00,00,00,00,00,
15385928,1081827E,true,Rx,0,8,26,0F,00,00,00,00,00,00,
15386272,108182FE,true,Tx,0,8,04,1C,00,00,00,00,00,00,
15388211,1081827E,true,Rx,0,8,28,0F,00,00,00,00,00,00,
15388502,108182FE,true,Tx,0,8,05,1C,00,00,00,00,00,00,
15390543,1081827E,true,Rx,0,8,2A,0F,00,00,00,00,00,00,
15392928,1081827E,true,Rx,0,8,2C,0F,00,00,00,00,00,00,
15395245,1081827E,true,Rx,0,8,2E,0F,00,00,00,00,00,00,
15397601,1081827E,true,Rx,0,8,20,10,00,00,00,00,00,00,
15399922,1081827E,true,Rx,0,8,21,10,00,00,00,00,00,00,
15402274,1081827E,true,Rx,0,8,23,10,00,00,00,00,00,00,
15402395,108182FE,true,Tx,0,8,06,1C,00,00,00,00,00,00,
15404615,1081827E,true,Rx,0,8,25,10,00,00,00,00,00,00,
15406921,1081827E,true,Rx,0,8,27,10,00,00,00,00,00,00,
15409216,1081827E,true,Rx,0,8,29,10,00,00,00,00,00,00,
15411552,1081827E,true,Rx,0,8,2B,10,00,00,00,00,00,00,
15413866,1081827E,true,Rx,0,8,2D,10,00,00,00,00,00,00,
15416212,1081827E,true,Rx,0,8,2E,10,00,00,00,00,00,00,
15416960,108182FE,true,Tx,0,8,07,1C,00,00,00,00,00,00,
15418562,1081827E,true,Rx,0,8,20,11,00,00,00,00,00,00,
15418983,108182FE,true,Tx,0,8,08,1C,00,00,00,00,00,00,
15420172,108182FE,true,Tx,0,8,09,1C,00,00,00,00,00,00,
15420863,1081827E,true,Rx,0,8,22,11,00,00,00,00,00,00,
15421278,108182FE,true,Tx,0,8,0A,1C,00,00,00,00,00,00,
15422707,108182FE,true,Tx,0,8,0B,1C,00,00,00,00,00,00,
15423209,1081827E,true,Rx,0,8,24,11,00,00,00,00,00,00,
15424862,108182FE,true,Tx,0,8,0C,1C,00,00,00,00,00,00,
15425499,1081827E,true,Rx,0,8,26,11,00,00,00,00,00,00,
15425995,108182FE,true,Tx,0,8,0D,1C,00,00,00,00,00,00,
15428078,108182FE,true,Tx,0,8,0E,1C,00,00,00,00,00,00,
15428995,1081827E,true,Rx,0,8,27,11,00,00,00,00,00,00,
15428996,1081827E,true,Rx,0,8,28,11,00,00,00,00,00,00,
15430058,108182FE,true,Tx,0,8,0F,1C,00,00,00,00,00,00,
15432267,108182FE,true,Tx,0,8,00,1D,00,00,00,00,00,00,
15433612,1081827E,true,Rx,0,8,29,11,00,00,00,00,00,00,
15433612,1081827E,true,Rx,0,8,2A,11,00,00,00,00,00,00,
15433743,108182FE,true,Tx,0,8,01,1D,00,00,00,00,00,00,
15435091,108182FE,true,Tx,0,8,02,1D,00,00,00,00,00,00,
15436272,108182FE,true,Tx,0,8,03,1D,00,00,00,00,00,00,
15437093,1081827E,true,Rx,0,8,2B,11,00,00,00,00,00,00,
15437449,108182FE,true,Tx,0,8,04,1D,00,00,00,00,00,00,
15438851,108182FE,true,Tx,0,8,05,1D,00,00,00,00,00,00,
15439444,1081827E,true,Rx,0,8,2C,11,00,00,00,00,00,00,
15440144,108182FE,true,Tx,0,8,06,1D,00,00,00,00,00,00,
15441325,108182FE,true,Tx,0,8,07,1D,00,00,00,00,00,00,
15441758,1081827E,true,Rx,0,8,2D,11,00,00,00,00,00,00,
15442445,108182FE,true,Tx,0,8,08,1D,00,00,00,00,00,00,
15444032,1081827E,true,Rx,0,8,2E,11,00,00,00,00,00,00,
15443808,108182FE,true,Tx,0,8,09,1D,00,00,00,00,00,00,
15445466,108182FE,true,Tx,0,8,0A,1D,00,00,00,00,00,00,
15446375,1081827E,true,Rx,0,8,2F,11,00,00,00,00,00,00,
15446616,108182FE,true,Tx,0,8,0B,1D,00,00,00,00,00,00,
15447757,108182FE,true,Tx,0,8,0C,1D,00,00,00,00,00,00,
15448756,1081827E,true,Rx,0,8,20,12,00,00,00,00,00,00,
15448877,108182FE,true,Tx,0,8,0D,1D,00,00,00,00,00,00,
15449983,108182FE,true,Tx,0,8,0E,1D,00,00,00,00,00,00,
15451041,1081827E,true,Rx,0,8,21,12,00,00,00,00,00,00,
15451068,108182FE,true,Tx,0,8,0F,1D,00,00,00,00,00,00,
15452168,108182FE,true,Tx,0,8,00,1E,00,00,00,00,00,00,
15453382,1081827E,true,Rx,0,8,22,12,00,00,00,00,00,00,
15453308,108182FE,true,Tx,0,8,01,1E,00,00,00,00,00,00,
15454416,108182FE,true,Tx,0,8,02,1E,00,00,00,00,00,00,
15455753,1081827E,true,Rx,0,8,23,12,00,00,00,00,00,00,
15455555,108182FE,true,Tx,0,8,03,1E,00,00,00,00,00,00,
15456669,108182FE,true,Tx,0,8,04,1E,00,00,00,00,00,00,
15457838,108182FE,true,Tx,0,8,05,1E,00,00,00,00,00,00,
15459151,1081827E,true,Rx,0,8,24,12,00,00,00,00,00,00,
15459152,1081827E,true,Rx,0,8,25,12,00,00,00,00,00,00,
15458992,108182FE,true,Tx,0,8,06,1E,00,00,00,00,00,00,
15460193,108182FE,true,Tx,0,8,07,1E,00,00,00,00,00,00,
15461915,108182FE,true,Tx,0,8,08,1E,00,00,00,00,00,00,
15462753,1081827E,true,Rx,0,8,26,12,00,00,00,00,00,00,
15463303,108182FE,true,Tx,0,8,09,1E,00,00,00,00,00,00,
15464961,1081827E,true,Rx,0,8,27,12,00,00,00,00,00,00,
15464744,108182FE,true,Tx,0,8,0A,1E,00,00,00,00,00,00,
15465957,108182FE,true,Tx,0,8,0B,1E,00,00,00,00,00,00,
15467325,1081827E,true,Rx,0,8,28,12,00,00,00,00,00,00,
15467164,108182FE,true,Tx,0,8,0C,1E,00,00,00,00,00,00,
15468302,108182FE,true,Tx,0,8,0D,1E,00,00,00,00,00,00,
15469417,108182FE,true,Tx,0,8,0E,1E,00,00,00,00,00,00,
15469754,1081827E,true,Rx,0,8,29,12,00,00,00,00,00,00,
15470563,108182FE,true,Tx,0,8,0F,1E,00,00,00,00,00,00,
15471738,108182FE,true,Tx,0,8,00,1F,00,00,00,00,00,00,
15472883,108182FE,true,Tx,0,8,01,1F,00,00,00,00,00,00,
15474319,1081827E,true,Rx,0,8,2A,12,00,00,00,00,00,00,
15474320,1001117E,true,Rx,0,8,00,01,00,00,00,00,00,00,
15474321,1081827E,true,Rx,0,8,2B,12,00,00,00,00,00,00,
15474018,108182FE,true,Tx,0,8,02,1F,00,00,00,00,00,00,
15475149,108182FE,true,Tx,0,8,03,1F,00,00,00,00,00,00,
15476249,108182FE,true,Tx,0,8,04,1F,00,00,00,00,00,00,
15477796,1081827E,true,Rx,0,8,2C,12,00,00,00,00,00,00,
15477782,108182FE,true,Tx,0,8,05,1F,00,00,00,00,00,00,
15479277,108182FE,true,Tx,0,8,06,1F,00,00,00,00,00,00,
15480092,1081827E,true,Rx,0,8,2D,12,00,00,00,00,00,00,
15480818,108182FE,true,Tx,0,8,07,1F,00,00,00,00,00,00,
15482108,108182FE,true,Tx,0,8,08,1F,00,00,00,00,00,00,
15482434,1081827E,true,Rx,0,8,2E,12,00,00,00,00,00,00,
15483363,108182FE,true,Tx,0,8,09,1F,00,00,00,00,00,00,
15484761,1081827E,true,Rx,0,8,2F,12,00,00,00,00,00,00,
15484631,108182FE,true,Tx,0,8,0A,1F,00,00,00,00,00,00,
15485865,108182FE,true,Tx,0,8,0B,1F,00,00,00,00,00,00,
15487041,1081827E,true,Rx,0,8,20,13,00,00,00,00,00,00,
15487153,108182FE,true,Tx,0,8,0C,1F,00,00,00,00,00,00,
15488418,108182FE,true,Tx,0,8,0D,1F,00,00,00,00,00,00,
15489374,1081827E,true,Rx,0,8,22,13,00,00,00,00,00,00,
15489681,108182FE,true,Tx,0,8,0E,1F,00,00,00,00,00,00,
15490864,108182FE,true,Tx,0,8,0F,1F,00,00,00,00,00,00,
15491759,1081827E,true,Rx,0,8,24,13,00,00,00,00,00,00,
15492029,108182FE,true,Tx,0,8,00,20,00,00,00,00,00,00,
15493174,108182FE,true,Tx,0,8,01,20,00,00,00,00,00,00,
15494033,1081827E,true,Rx,0,8,26,13,00,00,00,00,00,00,
15494517,108182FE,true,Tx,0,8,02,20,00,00,00,00,00,00,
15495866,108182FE,true,Tx,0,8,03,20,00,00,00,00,00,00,
15496324,1081827E,true,Rx,0,8,28,13,00,00,00,00,00,00,
15497617,108182FE,true,Tx,0,8,04,20,00,00,00,00,00,00,
15498669,1081827E,true,Rx,0,8,29,13,00,00,00,00,00,00,
15499018,108182FE,true,Tx,0,8,05,20,00,00,00,00,00,00,
15500472,108182FE,true,Tx,0,8,06,20,00,00,00,00,00,00,
15500977,1081827E,true,Rx,0,8,2B,13,00,00,00,00,00,00,
15501916,108182FE,true,Tx,0,8,07,20,00,00,00,00,00,00,
15503326,1081827E,true,Rx,0,8,2C,13,00,00,00,00,00,00,
15503338,108182FE,true,Tx,0,8,08,20,00,00,00,00,00,00,
15504569,108182FE,true,Tx,0,8,09,20,00,00,00,00,00,00,
