Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
3135512,108182FE,true,Tx,0,8,02,AD,00,00,00,00,00,00,
3137054,1081827E,true,Rx,0,8,28,A0,00,00,00,00,00,00,
3136838,108182FE,true,Tx,0,8,03,AD,00,00,00,00,00,00,
3138104,108182FE,true,Tx,0,8,04,AD,00,00,00,00,00,00,
3139432,1081827E,true,Rx,0,8,2A,A0,00,00,00,00,00,00,
3139497,108182FE,true,Tx,0,8,05,AD,00,00,00,00,00,00,
3141025,108182FE,true,Tx,0,8,06,AD,00,00,00,00,00,00,
3141719,1081827E,true,Rx,0,8,2C,A0,00,00,00,00,00,00,
3143137,108182FE,true,Tx,0,8,07,AD,00,00,00,00,00,00,
3144003,1081827E,true,Rx,0,8,2E,A0,00,00,00,00,00,00,
3144494,108182FE,true,Tx,0,8,08,AD,00,00,00,00,00,00,
3145779,108182FE,true,Tx,0,8,09,AD,00,00,00,00,00,00,
3146421,1081827E,true,Rx,0,8,20,A1,00,00,00,00,00,00,
3147152,108182FE,true,Tx,0,8,0A,AD,00,00,00,00,00,00,
3148658,1081827E,true,Rx,0,8,22,A1,00,00,00,00,00,00,
3148410,108182FE,true,Tx,0,8,0B,AD,00,00,00,00,00,00,
3149584,108182FE,true,Tx,0,8,0C,AD,00,00,00,00,00,00,
3150992,1081827E,true,Rx,0,8,24,A1,00,00,00,00,00,00,
3151286,108182FE,true,Tx,0,8,0D,AD,00,00,00,00,00,00,
3152387,108182FE,true,Tx,0,8,0E,AD,00,00,00,00,00,00,
3153289,1081827E,true,Rx,0,8,26,A1,00,00,00,00,00,00,
3153533,108182FE,true,Tx,0,8,0F,AD,00,00,00,00,00,00,
3154607,108182FE,true,Tx,0,8,00,AE,00,00,00,00,00,00,
3155596,1081827E,true,Rx,0,8,28,A1,00,00,00,00,00,00,
3155772,108182FE,true,Tx,0,8,01,AE,00,00,00,00,00,00,
3156853,108182FE,true,Tx,0,8,02,AE,00,00,00,00,00,00,
3157882,1081827E,true,Rx,0,8,2A,A1,00,00,00,00,00,00,
3158012,108182FE,true,Tx,0,8,03,AE,00,00,00,00,00,00,
3159397,108182FE,true,Tx,0,8,04,AE,00,00,00,00,00,00,
3160228,1081827E,true,Rx,0,8,2C,A1,00,00,00,00,00,00,
3160860,108182FE,true,Tx,0,8,05,AE,00,00,00,00,00,00,
3162535,1081827E,true,Rx,0,8,2E,A1,00,00,00,00,00,00,
3162080,108182FE,true,Tx,0,8,06,AE,00,00,00,00,00,00,
3163204,108182FE,true,Tx,0,8,07,AE,00,00,00,00,00,00,
3164879,1081827E,true,Rx,0,8,2F,A1,00,00,00,00,00,00,
3164439,108182FE,true,Tx,0,8,08,AE,00,00,00,00,00,00,
3165548,108182FE,true,Tx,0,8,09,AE,00,00,00,00,00,00,
3167229,1081827E,true,Rx,0,8,21,A2,00,00,00,00,00,00,
3166721,108182FE,true,Tx,0,8,0A,AE,00,00,00,00,00,00,
3167872,108182FE,true,Tx,0,8,0B,AE,00,00,00,00,00,00,
3169537,1081827E,true,Rx,0,8,23,A2,00,00,00,00,00,00,
3169052,108182FE,true,Tx,0,8,0C,AE,00,00,00,00,00,00,
3170208,108182FE,true,Tx,0,8,0D,AE,00,00,00,00,00,00,
3171832,1081827E,true,Rx,0,8,25,A2,00,00,00,00,00,00,
3171381,108182FE,true,Tx,0,8,0E,AE,00,00,00,00,00,00,
3172534,108182FE,true,Tx,0,8,0F,AE,00,00,00,00,00,00,
3174185,1081827E,true,Rx,0,8,27,A2,00,00,00,00,00,00,
3173784,108182FE,true,Tx,0,8,00,AF,00,00,00,00,00,00,
3175450,108182FE,true,Tx,0,8,01,AF,00,00,00,00,00,00,
3176540,1081827E,true,Rx,0,8,29,A2,00,00,00,00,00,00,
3177882,108182FE,true,Tx,0,8,02,AF,00,00,00,00,00,00,
3178836,1081827E,true,Rx,0,8,2B,A2,00,00,00,00,00,00,
3180179,108182FE,true,Tx,0,8,03,AF,00,00,00,00,00,00,
3181122,1081827E,true,Rx,0,8,2C,A2,00,00,00,00,00,00,
3182388,108182FE,true,Tx,0,8,04,AF,00,00,00,00,00,00,
3183473,1081827E,true,Rx,0,8,2E,A2,00,00,00,00,00,00,
3184662,108182FE,true,Tx,0,8,05,AF,00,00,00,00,00,00,
3185778,1081827E,true,Rx,0,8,20,A3,00,00,00,00,00,00,
3186879,108182FE,true,Tx,0,8,06,AF,00,00,00,00,00,00,
3188060,1081827E,true,Rx,0,8,22,A3,00,00,00,00,00,00,
3189072,108182FE,true,Tx,0,8,07,AF,00,00,00,00,00,00,
3190433,1081827E,true,Rx,0,8,24,A3,00,00,00,00,00,00,
3191380,108182FE,true,Tx,0,8,08,AF,00,00,00,00,00,00,
3192715,1081827E,true,Rx,0,8,26,A3,00,00,00,00,00,00,
3193674,108182FE,true,Tx,0,8,09,AF,00,00,00,00,00,00,
3194998,1081827E,true,Rx,0,8,28,A3,00,00,00,00,00,00,
3194936,108182FE,true,Tx,0,8,0A,AF,00,00,00,00,00,00,
3196153,108182FE,true,Tx,0,8,0B,AF,00,00,00,00,00,00,
3197288,1081827E,true,Rx,0,8,2A,A3,00,00,00,00,00,00,
3197375,108182FE,true,Tx,0,8,0C,AF,00,00,00,00,00,00,
3198597,108182FE,true,Tx,0,8,0D,AF,00,00,00,00,00,00,
3199652,1081827E,true,Rx,0,8,2C,A3,00,00,00,00,00,00,
3199837,108182FE,true,Tx,0,8,0E,AF,00,00,00,00,00,00,
3201064,108182FE,true,Tx,0,8,0F,AF,00,00,00,00,00,00,
3201949,1081827E,true,Rx,0,8,2E,A3,00,00,00,00,00,00,
3202321,108182FE,true,Tx,0,8,00,B0,00,00,00,00,00,00,
3204292,1081827E,true,Rx,0,8,20,A4,00,00,00,00,00,00,
3203750,108182FE,true,Tx,0,8,01,B0,00,00,00,00,00,00,
3204996,108182FE,true,Tx,0,8,02,B0,00,00,00,00,00,00,
3206661,1081827E,true,Rx,0,8,22,A4,00,00,00,00,00,00,
3206323,108182FE,true,Tx,0,8,03,B0,00,00,00,00,00,00,
3207549,108182FE,true,Tx,0,8,04,B0,00,00,00,00,00,00,
3208942,1081827E,true,Rx,0,8,26,A4,00,00,00,00,00,00,
3209376,108182FE,true,Tx,0,8,05,B0,00,00,00,00,00,00,
3210604,108182FE,true,Tx,0,8,06,B0,00,00,00,00,00,00,
3211282,1081827E,true,Rx,0,8,27,A4,00,00,00,00,00,00,
3211878,108182FE,true,Tx,0,8,07,B0,00,00,00,00,00,00,
3213595,1081827E,true,Rx,0,8,28,A4,00,00,00,00,00,00,
3213102,108182FE,true,Tx,0,8,08,B0,00,00,00,00,00,00,
3214287,108182FE,true,Tx,0,8,09,B0,00,00,00,00,00,00,
3215522,108182FE,true,Tx,0,8,0A,B0,00,00,00,00,00,00,
3217114,1081827E,true,Rx,0,8,2A,A4,00,00,00,00,00,00,
3217115,1081827E,true,Rx,0,8,2C,A4,00,00,00,00,00,00,
3216784,108182FE,true,Tx,0,8,0B,B0,00,00,00,00,00,00,
3217987,108182FE,true,Tx,0,8,0C,B0,00,00,00,00,00,00,
3221740,1081827E,true,Rx,0,8,2E,A4,00,00,00,00,00,00,
3221741,1081827E,true,Rx,0,8,20,A5,00,00,00,00,00,00,
3225230,1081827E,true,Rx,0,8,22,A5,00,00,00,00,00,00,
3227541,1081827E,true,Rx,0,8,24,A5,00,00,00,00,00,00,
3229827,1081827E,true,Rx,0,8,26,A5,00,00,00,00,00,00,
3231410,108182FE,true,Tx,0,8,0D,B0,00,00,00,00,00,00,
3232179,1081827E,true,Rx,0,8,27,A5,00,00,00,00,00,00,
3234483,1081827E,true,Rx,0,8,29,A5,00,00,00,00,00,00,
3236768,1081827E,true,Rx,0,8,2C,A5,00,00,00,00,00,00,
3239117,1081827E,true,Rx,0,8,2D,A5,00,00,00,00,00,00,
3242538,1081827E,true,Rx,0,8,2F,A5,00,00,00,00,00,00,
3242538,1081827E,true,Rx,0,8,01,A6,7A,04,7A,04,7A,04,
3246000,1081827E,true,Rx,0,8,22,A6,00,00,00,00,00,00,
3247241,108182FE,true,Tx,0,8,0E,B0,00,00,00,00,00,00,
3248428,1081827E,true,Rx,0,8,24,A6,00,00,00,00,00,00,
3250655,1081827E,true,Rx,0,8,26,A6,00,00,00,00,00,00,
3253008,1081827E,true,Rx,0,8,28,A6,00,00,00,00,00,00,
3255292,1081827E,true,Rx,0,8,2A,A6,00,00,00,00,00,00,
3257601,1081827E,true,Rx,0,8,2B,A6,00,00,00,00,00,00,
3259958,1081827E,true,Rx,0,8,2C,A6,00,00,00,00,00,00,
3260618,108182FE,true,Tx,0,8,0F,B0,00,00,00,00,00,00,
3262242,1081827E,true,Rx,0,8,2D,A6,00,00,00,00,00,00,
3264571,1081827E,true,Rx,0,8,2E,A6,00,00,00,00,00,00,
3264103,108182FE,true,Tx,0,8,00,B1,00,00,00,00,00,00,
3266237,108182FE,true,Tx,0,8,01,B1,00,00,00,00,00,00,
3266884,1081827E,true,Rx,0,8,2F,A6,00,00,00,00,00,00,
3267442,108182FE,true,Tx,0,8,02,B1,00,00,00,00,00,00,
3268791,108182FE,true,Tx,0,8,03,B1,00,00,00,00,00,00,
3270331,1081827E,true,Rx,0,8,20,A7,00,00,00,00,00,00,
3270332,1081827E,true,Rx,0,8,01,A7,B4,D0,B4,D0,B4,D0,
3270043,108182FE,true,Tx,0,8,04,B1,00,00,00,00,00,00,
3271244,108182FE,true,Tx,0,8,05,B1,00,00,00,00,00,00,
3272440,108182FE,true,Tx,0,8,06,B1,00,00,00,00,00,00,
3273773,1081827E,true,Rx,0,8,22,A7,00,00,00,00,00,00,
3273737,108182FE,true,Tx,0,8,07,B1,00,00,00,00,00,00,
3274998,108182FE,true,Tx,0,8,08,B1,00,00,00,00,00,00,
3276115,1081827E,true,Rx,0,8,23,A7,00,00,00,00,00,00,
3276701,108182FE,true,Tx,0,8,09,B1,00,00,00,00,00,00,
3278442,1081827E,true,Rx,0,8,24,A7,00,00,00,00,00,00,
3279038,108182FE,true,Tx,0,8,0A,B1,00,00,00,00,00,00,
3280706,1081827E,true,Rx,0,8,25,A7,00,00,00,00,00,00,
3280801,108182FE,true,Tx,0,8,0B,B1,00,00,00,00,00,00,
3282126,108182FE,true,Tx,0,8,0C,B1,00,00,00,00,00,00,
3283344,108182FE,true,Tx,0,8,0D,B1,00,00,00,00,00,00,
3284167,1081827E,true,Rx,0,8,26,A7,00,00,00,00,00,00,
3284167,1081827E,true,Rx,0,8,27,A7,00,00,00,00,00,00,
3284577,108182FE,true,Tx,0,8,0E,B1,00,00,00,00,00,00,
3285756,108182FE,true,Tx,0,8,0F,B1,00,00,00,00,00,00,
3286936,108182FE,true,Tx,0,8,00,B2,00,00,00,00,00,00,
3287655,1081827E,true,Rx,0,8,28,A7,00,00,00,00,00,00,
3288108,108182FE,true,Tx,0,8,01,B2,00,00,00,00,00,00,
3289211,108182FE,true,Tx,0,8,02,B2,00,00,00,00,00,00,
3290003,1081827E,true,Rx,0,8,29,A7,00,00,00,00,00,00,
3290374,108182FE,true,Tx,0,8,03,B2,00,00,00,00,00,00,
3291469,108182FE,true,Tx,0,8,04,B2,00,00,00,00,00,00,
3292288,1081827E,true,Rx,0,8,2A,A7,00,00,00,00,00,00,
3292902,108182FE,true,Tx,0,8,05,B2,00,00,00,00,00,00,
3294614,1081827E,true,Rx,0,8,2B,A7,00,00,00,00,00,00,
3294334,108182FE,true,Tx,0,8,06,B2,00,00,00,00,00,00,
3295537,108182FE,true,Tx,0,8,07,B2,00,00,00,00,00,00,
3296944,1081827E,true,Rx,0,8,2C,A7,00,00,00,00,00,00,
3296689,108182FE,true,Tx,0,8,08,B2,00,00,00,00,00,00,
3297815,108182FE,true,Tx,0,8,09,B2,00,00,00,00,00,00,
3299225,1081827E,true,Rx,0,8,2D,A7,00,00,00,00,00,00,
3298927,108182FE,true,Tx,0,8,0A,B2,00,00,00,00,00,00,
3300426,108182FE,true,Tx,0,8,0B,B2,00,00,00,00,00,00,
3301597,1081827E,true,Rx,0,8,2E,A7,00,00,00,00,00,00,
3301562,108182FE,true,Tx,0,8,0C,B2,00,00,00,00,00,00,
3302659,108182FE,true,Tx,0,8,0D,B2,00,00,00,00,00,00,
3303893,1081827E,true,Rx,0,8,2F,A7,00,00,00,00,00,00,
3303771,108182FE,true,Tx,0,8,0E,B2,00,00,00,00,00,00,
3304875,108182FE,true,Tx,0,8,0F,B2,00,00,00,00,00,00,
3306231,1081827E,true,Rx,0,8,20,A8,00,00,00,00,00,00,
3306309,108182FE,true,Tx,0,8,00,B3,00,00,00,00,00,00,
3307578,108182FE,true,Tx,0,8,01,B3,00,00,00,00,00,00,
3308540,1081827E,true,Rx,0,8,21,A8,00,00,00,00,00,00,
3309144,108182FE,true,Tx,0,8,02,B3,00,00,00,00,00,00,
3310460,108182FE,true,Tx,0,8,03,B3,00,00,00,00,00,00,
3311734,108182FE,true,Tx,0,8,04,B3,00,00,00,00,00,00,
3313229,1081827E,true,Rx,0,8,22,A8,00,00,00,00,00,00,
3313230,1001117E,true,Rx,0,8,00,01,00,00,00,00,00,00,
3313230,1081827E,true,Rx,0,8,23,A8,00,00,00,00,00,00,
3313078,108182FE,true,Tx,0,8,05,B3,00,00,00,00,00,00,
3314321,108182FE,true,Tx,0,8,06,B3,00,00,00,00,00,00,
3315601,108182FE,true,Tx,0,8,07,B3,00,00,00,00,00,00,
3316712,1081827E,true,Rx,0,8,24,A8,00,00,00,00,00,00,
3316905,108182FE,true,Tx,0,8,08,B3,00,00,00,00,00,00,
3318080,108182FE,true,Tx,0,8,09,B3,00,00,00,00,00,00,
3319057,1081827E,true,Rx,0,8,25,A8,00,00,00,00,00,00,
3319283,108182FE,true,Tx,0,8,0A,B3,00,00,00,00,00,00,
3320443,108182FE,true,Tx,0,8,0B,B3,00,00,00,00,00,00,
3321600,108182FE,true,Tx,0,8,0C,B3,00,00,00,00,00,00,
3322539,1081827E,true,Rx,0,8,26,A8,00,00,00,00,00,00,
3322540,1081827E,true,Rx,0,8,27,A8,00,00,00,00,00,00,
3323128,108182FE,true,Tx,0,8,0D,B3,00,00,00,00,00,00,
3324513,108182FE,true,Tx,0,8,0E,B3,00,00,00,00,00,00,
3326001,1081827E,true,Rx,0,8,29,A8,00,00,00,00,00,00,
3326214,108182FE,true,Tx,0,8,0F,B3,00,00,00,00,00,00,
3327432,108182FE,true,Tx,0,8,00,B4,00,00,00,00,00,00,
3328430,1081827E,true,Rx,0,8,2B,A8,00,00,00,00,00,00,
3328639,108182FE,true,Tx,0,8,01,B4,00,00,00,00,00,00,
3329795,108182FE,true,Tx,0,8,02,B4,00,00,00,00,00,00,
3330649,1081827E,true,Rx,0,8,2C,A8,00,00,00,00,00,00,
3330957,108182FE,true,Tx,0,8,03,B4,00,00,00,00,00,00,
3332111,108182FE,true,Tx,0,8,04,B4,00,00,00,00,00,00,
3333021,1081827E,true,Rx,0,8,2E,A8,00,00,00,00,00,00,
3333263,108182FE,true,Tx,0,8,05,B4,00,00,00,00,00,00,
3334369,108182FE,true,Tx,0,8,06,B4,00,00,00,00,00,00,
3335293,1081827E,true,Rx,0,8,20,A9,00,00,00,00,00,00,
3335527,108182FE,true,Tx,0,8,07,B4,00,00,00,00,00,00,
3336673,108182FE,true,Tx,0,8,08,B4,00,00,00,00,00,00,
3337599,1081827E,true,Rx,0,8,22,A9,00,00,00,00,00,00,
3337814,108182FE,true,Tx,0,8,09,B4,00,00,00,00,00,00,
3338938,108182FE,true,Tx,0,8,0A,B4,00,00,00,00,00,00,
3339946,1081827E,true,Rx,0,8,24,A9,00,00,00,00,00,00,
3340112,108182FE,true,Tx,0,8,0B,B4,00,00,00,00,00,00,
3341429,108182FE,true,Tx,0,8,0C,B4,00,00,00,00,00,00,
3342226,1081827E,true,Rx,0,8,25,A9,00,00,00,00,00,00,
3343316,108182FE,true,Tx,0,8,0D,B4,00,00,00,00,00,00,
3344540,1081827E,true,Rx,0,8,27,A9,00,00,00,00,00,00,
3344785,108182FE,true,Tx,0,8,0E,B4,00,00,00,00,00,00,
3346020,108182FE,true,Tx,0,8,0F,B4,00,00,00,00,00,00,
3346891,1081827E,true,Rx,0,8,28,A9,00,00,00,00,00,00,
3347206,108182FE,true,Tx,0,8,00,B5,00,00,00,00,00,00,
3348361,108182FE,true,Tx,0,8,01,B5,00,00,00,00,00,00,
3349177,1081827E,true,Rx,0,8,2A,A9,00,00,00,00,00,00,
3349828,108182FE,true,Tx,0,8,02,B5,00,00,00,00,00,00,
3351540,1081827E,true,Rx,0,8,2C,A9,00,00,00,00,00,00,
3351266,108182FE,true,Tx,0,8,03,B5,00,00,00,00,00,00,
3352568,108182FE,true,Tx,0,8,04,B5,00,00,00,00,00,00,
3353829,1081827E,true,Rx,0,8,2E,A9,00,00,00,00,00,00,
3353875,108182FE,true,Tx,0,8,05,B5,00,00,00,00,00,00,
3355091,108182FE,true,Tx,0,8,06,B5,00,00,00,00,00,00,
3356171,1081827E,true,Rx,0,8,20,AA,00,00,00,00,00,00,
3356311,108182FE,true,Tx,0,8,07,B5,00,00,00,00,00,00,
3357526,108182FE,true,Tx,0,8,08,B5,00,00,00,00,00,00,
3358475,1081827E,true,Rx,0,8,21,AA,00,00,00,00,00,00,
3359119,108182FE,true,Tx,0,8,09,B5,00,00,00,00,00,00,
3360822,1081827E,true,Rx,0,8,23,AA,00,00,00,00,00,00,
3360522,108182FE,true,Tx,0,8,0A,B5,00,00,00,00,00,00,
3361767,108182FE,true,Tx,0,8,0B,B5,00,00,00,00,00,00,
3363106,1081827E,true,Rx,0,8,25,AA,00,00,00,00,00,00,
3363085,108182FE,true,Tx,0,8,0C,B5,00,00,00,00,00,00,
3364263,108182FE,true,Tx,0,8,0D,B5,00,00,00,00,00,00,
3365439,1081827E,true,Rx,0,8,28,AA,00,00,00,00,00,00,
3365587,108182FE,true,Tx,0,8,0E,B5,00,00,00,00,00,00,
3366876,108182FE,true,Tx,0,8,0F,B5,00,00,00,00,00,00,
3367771,1081827E,true,Rx,0,8,29,AA,00,00,00,00,00,00,
3368100,108182FE,true,Tx,0,8,00,B6,00,00,00,00,00,00,
3369348,108182FE,true,Tx,0,8,01,B6,00,00,00,00,00,00,
3370117,1081827E,true,Rx,0,8,2B,AA,00,00,00,00,00,00,
3370564,108182FE,true,Tx,0,8,02,B6,00,00,00,00,00,00,
3371737,108182FE,true,Tx,0,8,03,B6,00,00,00,00,00,00,
3372434,1081827E,true,Rx,0,8,2D,AA,00,00,00,00,00,00,
3372853,108182FE,true,Tx,0,8,04,B6,00,00,00,00,00,00,
3374007,108182FE,true,Tx,0,8,05,B6,00,00,00,00,00,00,
3374718,1081827E,true,Rx,0,8,2F,AA,00,00,00,00,00,00,
3375115,108182FE,true,Tx,0,8,06,B6,00,00,00,00,00,00,
3376631,108182FE,true,Tx,0,8,07,B6,00,00,00,00,00,00,
3378174,1081827E,true,Rx,0,8,21,AB,00,00,00,00,00,00,
3378174,1081827E,true,Rx,0,8,23,AB,00,00,00,00,00,00,
3378447,108182FE,true,Tx,0,8,08,B6,00,00,00,00,00,00,
3379612,108182FE,true,Tx,0,8,09,B6,00,00,00,00,00,00,
3380743,108182FE,true,Tx,0,8,0A,B6,00,00,00,00,00,00,
3381658,1081827E,true,Rx,0,8,24,AB,00,00,00,00,00,00,
3381879,108182FE,true,Tx,0,8,0B,B6,00,00,00,00,00,00,
3382980,108182FE,true,Tx,0,8,0C,B6,00,00,00,00,00,00,
3383948,1081827E,true,Rx,0,8,26,AB,00,00,00,00,00,00,
3384083,108182FE,true,Tx,0,8,0D,B6,00,00,00,00,00,00,
3385201,108182FE,true,Tx,0,8,0E,B6,00,00,00,00,00,00,
3386287,1081827E,true,Rx,0,8,28,AB,00,00,00,00,00,00,
3386325,108182FE,true,Tx,0,8,0F,B6,00,00,00,00,00,00,
3387444,108182FE,true,Tx,0,8,00,B7,00,00,00,00,00,00,
3388607,108182FE,true,Tx,0,8,01,B7,00,00,00,00,00,00,
3389781,1081827E,true,Rx,0,8,2A,AB,00,00,00,00,00,00,
3389782,1081827E,true,Rx,0,8,2C,AB,00,00,00,00,00,00,
3389728,108182FE,true,Tx,0,8,02,B7,00,00,00,00,00,00,
3390858,108182FE,true,Tx,0,8,03,B7,00,00,00,00,00,00,
3392221,108182FE,true,Tx,0,8,04,B7,00,00,00,00,00,00,
3393225,1081827E,true,Rx,0,8,2D,AB,00,00,00,00,00,00,
3393699,108182FE,true,Tx,0,8,05,B7,00,00,00,00,00,00,
3395553,1081827E,true,Rx,0,8,2F,AB,00,00,00,00,00,00,
3395040,108182FE,true,Tx,0,8,06,B7,00,00,00,00,00,00,
3396207,108182FE,true,Tx,0,8,07,B7,00,00,00,00,00,00,
3397884,1081827E,true,Rx,0,8,21,AC,00,00,00,00,00,00,
3397383,108182FE,true,Tx,0,8,08,B7,00,00,00,00,00,00,
3398579,108182FE,true,Tx,0,8,09,B7,00,00,00,00,00,00,
3400238,1081827E,true,Rx,0,8,22,AC,00,00,00,00,00,00,
3399765,108182FE,true,Tx,0,8,0A,B7,00,00,00,00,00,00,
3401022,108182FE,true,Tx,0,8,0B,B7,00,00,00,00,00,00,
3402541,1081827E,true,Rx,0,8,24,AC,00,00,00,00,00,00,
3402287,108182FE,true,Tx,0,8,0C,B7,00,00,00,00,00,00,
3403556,108182FE,true,Tx,0,8,0D,B7,00,00,00,00,00,00,
3404887,1081827E,true,Rx,0,8,26,AC,00,00,00,00,00,00,
3404755,108182FE,true,Tx,0,8,0E,B7,00,00,00,00,00,00,
3405958,108182FE,true,Tx,0,8,0F,B7,00,00,00,00,00,00,
3407120,108182FE,true,Tx,0,8,00,B8,00,00,00,00,00,00,
3408432,1081827E,true,Rx,0,8,28,AC,00,00,00,00,00,00,
3408433,1081827E,true,Rx,0,8,2A,AC,00,00,00,00,00,00,
3408335,108182FE,true,Tx,0,8,01,B8,00,00,00,00,00,00,
3409649,108182FE,true,Tx,0,8,02,B8,00,00,00,00,00,00,
3410800,108182FE,true,Tx,0,8,03,B8,00,00,00,00,00,00,
3411825,1081827E,true,Rx,0,8,2B,AC,00,00,00,00,00,00,
3411987,108182FE,true,Tx,0,8,04,B8,00,00,00,00,00,00,
3413099,108182FE,true,Tx,0,8,05,B8,00,00,00,00,00,00,
3414171,1081827E,true,Rx,0,8,2D,AC,00,00,00,00,00,00,
3414370,108182FE,true,Tx,0,8,06,B8,00,00,00,00,00,00,
3415516,108182FE,true,Tx,0,8,07,B8,00,00,00,00,00,00,
3416474,1081827E,true,Rx,0,8,2E,AC,00,00,00,00,00,00,
3416674,108182FE,true,Tx,0,8,08,B8,00,00,00,00,00,00,
3417795,108182FE,true,Tx,0,8,09,B8,00,00,00,00,00,00,
3418824,1081827E,true,Rx,0,8,20,AD,00,00,00,00,00,00,
3418960,108182FE,true,Tx,0,8,0A,B8,00,00,00,00,00,00,
3420092,108182FE,true,Tx,0,8,0B,B8,00,00,00,00,00,00,
3421122,1081827E,true,Rx,0,8,21,AD,00,00,00,00,00,00,
3421293,108182FE,true,Tx,0,8,0C,B8,00,00,00,00,00,00,
3422424,108182FE,true,Tx,0,8,0D,B8,00,00,00,00,00,00,
3423434,1081827E,true,Rx,0,8,23,AD,00,00,00,00,00,00,
3423630,108182FE,true,Tx,0,8,0E,B8,00,00,00,00,00,00,
3424833,108182FE,true,Tx,0,8,0F,B8,00,00,00,00,00,00,
3425772,1081827E,true,Rx,0,8,25,AD,00,00,00,00,00,00,
3426450,108182FE,true,Tx,0,8,00,B9,00,00,00,00,00,00,
3428117,1081827E,true,Rx,0,8,27,AD,00,00,00,00,00,00,
3427793,108182FE,true,Tx,0,8,01,B9,00,00,00,00,00,00,
3428985,108182FE,true,Tx,0,8,02,B9,00,00,00,00,00,00,
3430434,1081827E,true,Rx,0,8,28,AD,00,00,00,00,00,00,
3430183,108182FE,true,Tx,0,8,03,B9,00,00,00,00,00,00,
3431341,108182FE,true,Tx,0,8,04,B9,00,00,00,00,00,00,
3432714,1081827E,true,Rx,0,8,2A,AD,00,00,00,00,00,00,
3432507,108182FE,true,Tx,0,8,05,B9,00,00,00,00,00,00,
3433660,108182FE,true,Tx,0,8,06,B9,00,00,00,00,00,00,
3435056,1081827E,true,Rx,0,8,2B,AD,00,00,00,00,00,00,
3434810,108182FE,true,Tx,0,8,07,B9,00,00,00,00,00,00,
3435956,108182FE,true,Tx,0,8,08,B9,00,00,00,00,00,00,
3437432,1081827E,true,Rx,0,8,2D,AD,00,00,00,00,00,00,
3437120,108182FE,true,Tx,0,8,09,B9,00,00,00,00,00,00,
3438328,108182FE,true,Tx,0,8,0A,B9,00,00,00,00,00,00,
3439718,1081827E,true,Rx,0,8,2F,AD,00,00,00,00,00,00,
3439491,108182FE,true,Tx,0,8,0B,B9,00,00,00,00,00,00,
3440645,108182FE,true,Tx,0,8,0C,B9,00,00,00,00,00,00,
3442007,1081827E,true,Rx,0,8,21,AE,00,00,00,00,00,00,
3441866,108182FE,true,Tx,0,8,0D,B9,00,00,00,00,00,00,
3443443,108182FE,true,Tx,0,8,0E,B9,00,00,00,00,00,00,
3444433,1081827E,true,Rx,0,8,23,AE,00,00,00,00,00,00,
3445022,108182FE,true,Tx,0,8,0F,B9,00,00,00,00,00,00,
3446650,1081827E,true,Rx,0,8,25,AE,00,00,00,00,00,00,
3446202,108182FE,true,Tx,0,8,00,BA,00,00,00,00,00,00,
3447407,108182FE,true,Tx,0,8,01,BA,00,00,00,00,00,00,
3449002,1081827E,true,Rx,0,8,26,AE,00,00,00,00,00,00,
3448647,108182FE,true,Tx,0,8,02,BA,00,00,00,00,00,00,
3449821,108182FE,true,Tx,0,8,03,BA,00,00,00,00,00,00,
3451290,1081827E,true,Rx,0,8,28,AE,00,00,00,00,00,00,
3450957,108182FE,true,Tx,0,8,04,BA,00,00,00,00,00,00,
3452101,108182FE,true,Tx,0,8,05,BA,00,00,00,00,00,00,
3453599,1081827E,true,Rx,0,8,2A,AE,00,00,00,00,00,00,
3453268,108182FE,true,Tx,0,8,06,BA,00,00,00,00,00,00,
3454377,108182FE,true,Tx,0,8,07,BA,00,00,00,00,00,00,
3455945,1081827E,true,Rx,0,8,2C,AE,00,00,00,00,00,00,
3455538,108182FE,true,Tx,0,8,08,BA,00,00,00,00,00,00,
3456697,108182FE,true,Tx,0,8,09,BA,00,00,00,00,00,00,
3458243,1081827E,true,Rx,0,8,2E,AE,00,00,00,00,00,00,
3457807,108182FE,true,Tx,0,8,0A,BA,00,00,00,00,00,00,
3458959,108182FE,true,Tx,0,8,0B,BA,00,00,00,00,00,00,
3460602,1081827E,true,Rx,0,8,20,AF,00,00,00,00,00,00,
3460468,108182FE,true,Tx,0,8,0C,BA,00,00,00,00,00,00,
3461796,108182FE,true,Tx,0,8,0D,BA,00,00,00,00,00,00,
3462944,1081827E,true,Rx,0,8,22,AF,00,00,00,00,00,00,
3463026,108182FE,true,Tx,0,8,0E,BA,00,00,00,00,00,00,
3464149,108182FE,true,Tx,0,8,0F,BA,00,00,00,00,00,00,
3465229,1081827E,true,Rx,0,8,23,AF,00,00,00,00,00,00,
3465311,108182FE,true,Tx,0,8,00,BB,00,00,00,00,00,00,
3466617,108182FE,true,Tx,0,8,01,BB,00,00,00,00,00,00,
3467543,1081827E,true,Rx,0,8,24,AF,00,00,00,00,00,00,
3468806,108182FE,true,Tx,0,8,02,BB,00,00,00,00,00,00,
3469886,1081827E,true,Rx,0,8,25,AF,00,00,00,00,00,00,
3472192,1081827E,true,Rx,0,8,26,AF,00,00,00,00,00,00,
3474475,1081827E,true,Rx,0,8,27,AF,00,00,00,00,00,00,
3476831,1081827E,true,Rx,0,8,28,AF,00,00,00,00,00,00,
